x,y
-62.76097,93.91949
28.742716,62.401257
67.86822,9.328301
-4.069159,-132.73857
71.45899,-39.79693
45.5434,117.82525
91.22539,24.97859
43.84059,9.844951
-88.450294,61.55345
82.508156,5.250138
-63.82771,-93.80442
-93.28881,-14.703529
-116.79284,42.687958
4.6701503,35.109344
-25.394083,24.033829
-104.60674,94.619774
29.26583,58.20414
12.817167,-40.694702
-44.173256,-107.71569
64.46071,1.1414889
-48.99598,-108.876686
-98.987206,13.2276945
-42.64254,69.88
-94.20278,43.300274
53.324215,-77.22586
56.769543,-13.066817
1.7969741,-135.57077
53.341496,65.04458
88.02845,-102.87129
29.162775,-48.570267
76.19584,-120.60187
66.08431,3.1451838
33.196026,-1.7181145
-61.487747,-105.833755
-67.651855,58.83002
78.666145,10.364702
-106.65881,81.05071
108.896065,-42.552856
77.7191,-48.66147
-75.2539,70.60737
138.99973,36.51021
14.887967,-46.580643
-52.86956,85.47663
-89.52068,-5.65508
-66.59378,-114.91972
5.303876,-6.564424
-96.94062,5.995101
-59.143692,-61.61907
45.13226,137.28099
78.584656,108.89496
-68.54883,59.694324
-41.41667,-63.690548
40.755234,-35.721638
65.546936,5.3023343
-20.109821,17.887575
146.11035,-6.7405252
-49.828266,51.950092
54.770393,25.20011
79.58221,63.26568
-79.622314,-100.66613
-34.600956,139.29091
56.344624,117.147316
8.239413,-62.543266
13.697445,53.659176
66.397446,-6.0806212
80.86169,-74.198235
-15.195157,72.63425
39.718647,-84.02183
11.557007,101.66817
136.15498,38.10468
88.71502,-82.75997
35.044228,-50.42449
90.22218,23.119562
44.937904,19.988611
-78.69554,-54.286015
-50.132378,20.535057
24.325426,-103.35599
-45.656292,-54.195873
104.3101,-88.788666
45.956795,112.09583
-9.86937,65.73516
-1.2406423,-6.8908606
-123.66882,4.3691955
-41.641514,-38.629528
10.740907,119.447
55.51072,121.96189
40.82904,-36.186394
118.72963,-67.04145
83.67046,-56.130154
65.77169,60.642265
-39.934906,-116.13635
43.880028,-39.903065
-120.74778,-7.7790236
-58.99813,-97.93805
-121.22911,-51.155796
-89.84269,-29.70883
22.198864,-56.427853
23.626482,-46.45853
-130.2125,32.820686
-53.525158,39.416977
32.164948,-3.3422248
35.512207,-88.06776
54.8099,-116.95536
-2.980435,111.22578
-7.4223948,-105.01154
76.422714,111.15429
-62.499935,-94.63924
66.114815,108.66504
10.75775,125.157455
-96.52268,-2.745765
-4.921197,-124.63317
-40.433823,-44.912518
-84.80398,7.117143
54.338154,-130.6334
-26.13559,-84.8534
-53.31288,-54.63961
42.539047,114.96031
-10.846361,-53.472862
6.4598584,-31.834368
87.38352,-16.952208
64.96842,-110.60523
85.87102,72.59657
76.9195,-47.835808
-132.5188,-40.18615
61.203888,-48.02862
43.699104,110.33106
-71.307816,-41.17258
74.4807,-4.9419203
-96.14357,-22.483335
53.473175,126.93231
-107.01875,-29.442776
-18.049416,-43.655895
40.177067,-125.14619
-50.75866,83.963066
24.1138,61.123276
-94.70026,97.118744
11.556776,101.66781
-121.28255,-68.383736
59.713253,-122.3192
-124.26764,-39.643677
-50.67425,16.113745
50.069202,-115.82689
-57.263287,-111.64785
63.782955,5.250468
-75.94522,10.509156
5.8362417,127.40314
74.523705,33.591526
11.446919,102.56295
63.77053,-79.60693
-34.334946,-50.046318
58.017895,115.951996
66.073685,-10.942738
90.217804,-26.67047
-123.7507,0.42748204
-92.14216,27.739466
-4.454624,-132.02718
-8.648379,92.00903
-131.23682,-20.724371
57.601658,79.35609
24.157486,-7.5005946
-12.903157,-95.241684
110.62286,55.034058
-8.866585,81.313805
-122.494774,8.350928
-5.142722,129.80653
-65.85164,-113.88678
-95.60696,-0.26315317
87.74824,43.029816
-5.596758,132.8142
-16.3071,96.55918
55.263294,23.63507
133.85219,4.3727975
65.7666,6.460383
-13.710675,87.264175
12.507304,-71.69439
-42.583874,-60.475067
56.364185,58.743004
-121.21336,-7.675872
100.48941,-28.111256
-105.0243,28.578705
80.430046,62.40774
-95.473045,33.670086
0.14696005,24.920141
56.07021,123.37108
-13.138563,19.286873
-78.46794,58.587044
-0.4736282,26.717907
-95.10384,-1.9716741
-124.68226,39.450912
-73.54198,18.015606
-91.577255,-36.567593
-125.000465,-35.297356
0.092475735,-96.848145
-32.780018,142.19142
-76.4594,59.59582
84.44066,-109.32304
-34.164055,112.529785
147.3338,-6.1687584
57.845375,-117.14353
2.2274315,50.567852
74.18329,62.924305
-11.902771,91.24882
75.59605,3.7280354
-20.809565,-100.58856
119.071434,-67.04668
37.90966,-32.965588
-50.360332,32.606636
7.6138105,46.04932
-54.34618,-13.39959
145.91179,-9.115623
96.39312,30.705833
50.485348,114.2959
67.25814,-66.078835
34.275024,-58.41745
64.211624,-16.997793
-109.07423,-30.13965
-76.46353,-54.76707
127.6941,-2.3464527
-102.52369,46.70082
72.67283,-113.47629
27.096796,-100.194336
-62.302593,-111.529335
59.330067,-119.28781
-38.852467,142.00868
-44.21812,-62.76565
-117.23512,-67.990425
79.48746,22.288458
-15.034559,38.80179
-87.46354,85.03333
53.453377,-115.474365
-31.464441,64.669235
17.370928,-20.327326
-123.59545,-4.0264764
10.488991,31.802269
-20.327833,42.14706
-22.28264,63.56837
62.161324,35.771164
-45.178238,19.327177
-38.130028,109.00417
2.7247021,-73.3439
100.97366,7.0825343
94.659134,95.88127
-9.048473,35.095505
79.32555,6.019093
103.94992,-56.90702
-15.843625,-9.421525
33.16523,-54.516018
49.046875,-24.176853
-45.20869,75.44845
-49.911495,49.82574
-75.57402,-13.835582
90.69643,-66.67698
69.651146,58.230423
-107.504616,-50.755535
-20.507402,-57.822258
-11.549645,71.6662
25.023857,-9.148588
-124.67371,39.435883
-26.607323,-21.378002
-93.774345,34.952126
-34.163494,-80.93159
104.01606,-55.735603
-48.593,-106.35453
-34.02527,-120.4793
-93.59173,72.71015
110.19734,55.88721
21.291008,31.898155
-110.25845,-14.038885
-79.24402,-33.271294
-89.99828,70.538536
-39.232437,-115.51878
-42.41934,69.89188
-89.84369,-48.702503
-15.720345,77.93388
61.38981,-24.411764
9.909346,99.74528
82.43752,-117.506935
-56.30594,-51.44267
51.323467,45.192894
58.39543,-4.420408
26.366184,-34.66895
-33.83975,54.578632
55.53606,60.21778
74.74796,-109.99956
66.15622,111.18142
70.84303,55.49927
-37.93604,-67.725525
-120.44597,-75.86433
51.307495,57.577465
25.801847,-53.41674
73.599525,-121.51608
-16.90929,-84.408356
-111.571655,-6.7527294
49.992046,73.25437
-85.709145,-34.86076
137.90677,-4.598774
-15.586302,55.97054
-15.438694,-31.6491
17.955992,-18.27062
-21.611753,-58.81193
56.90904,-12.021309
-28.929232,96.624794
-130.99826,-23.572435
-56.676014,-6.8544765
12.338703,93.5898
-63.686745,-13.942011
-95.52487,-20.313892
70.19908,5.1988077
37.35083,-71.62189
22.751413,-56.203163
61.695335,-12.0823765
20.935534,-95.338524
-91.47787,93.62345
6.688141,-58.93449
-49.15232,50.39748
-42.08767,142.49364
5.2227755,43.774895
-51.215992,108.641754
-71.34339,-25.176939
-38.784035,-107.76207
70.62697,77.62163
-90.73962,59.303123
-46.84887,-9.325558
39.404964,-2.8020003
-59.12226,-111.91851
21.904663,71.33261
74.741554,32.788177
34.16274,61.848766
109.85338,43.943478
-18.618355,-81.99009
-114.98192,38.0325
-10.701756,-42.17052
-77.7178,10.235258
17.319403,-59.34941
-3.8252745,67.23213
68.37036,64.846794
109.907364,6.2733364
18.635584,-21.153177
118.19494,-65.75184
7.82855,-97.54335
-130.54364,-21.125275
-95.38655,-96.53638
96.221054,30.493979
-135.33261,-65.44566
-52.260136,110.337326
-16.848116,55.405518
-131.24188,-51.278816
-125.11619,-47.40622
-16.580294,85.66053
-56.823673,-91.25017
74.774025,9.102585
135.65715,-14.328644
-4.7929726,126.55593
-32.398586,-114.854195
91.05699,-117.094864
-5.1485953,-30.018393
50.067482,-115.82591
64.1927,1.3894674
100.63888,-98.67245
-14.188628,129.90776
53.19862,127.66015
34.539314,13.3116255
32.173035,36.93306
-43.32388,136.23955
-57.500816,40.08086
-112.88077,17.230951
14.067636,22.65295
110.26076,84.48196
79.14142,58.622536
109.999,81.06689
-50.77544,33.77375
-74.50842,-9.16053
-38.10733,141.262
78.72422,9.59268
-43.459568,101.11161
91.51312,1.0535799
49.38332,-19.90867
-16.423635,83.95381
-55.577454,2.6456892
-25.201397,-86.647964
-9.085307,130.70654
-117.00039,-21.266188
-12.771534,15.533075
-2.3038905,-6.582563
48.89424,123.07101
75.687454,-116.687126
109.583466,85.56155
-65.39893,118.56648
22.734852,-101.95926
-28.252312,2.6996343
-43.704403,-53.342518
107.92566,-42.359592
45.535275,44.060474
47.35438,125.77087
-29.742594,-39.91722
12.401817,54.949352
32.95331,4.057243
-125.05578,-69.19358
33.94615,-71.62414
-4.0804157,113.891594
-1.723082,40.555546
-52.047863,1.6172464
-52.76857,83.49467
-59.956135,24.117731
-34.670036,46.10864
70.116646,-123.28265
66.074326,-10.942722
138.21228,-7.364662
42.98709,10.269878
-84.6891,92.86937
4.0861554,131.18399
-33.77948,-2.5887182
-107.388374,-82.15566
76.48353,83.55206
52.633392,-13.901389
63.29009,9.053727
-76.08063,12.249017
-5.0895243,-132.70413
15.447244,92.04027
98.61793,-9.454547
68.038666,82.02198
-45.091576,74.66935
-8.156907,8.155579
-73.48752,16.025837
33.88959,61.480427
26.036455,-90.68092
-107.17118,-51.606384
